mbti,character,movie_name,release_year,genre,revenue,score,metascore
ESTJ,Lieutenant X,Foodfight!,2011.0,"Animation, Action, Adventure",,1.5,
ENTJ,Lady X,Foodfight!,2011.0,"Animation, Action, Adventure",,1.5,
ISFP,Cheasel T. Weasel,Foodfight!,2011.0,"Animation, Action, Adventure",,1.5,
ISFJ,Sunshine Goodness,Foodfight!,2011.0,"Animation, Action, Adventure",,1.5,
ESFP,Jacquouille La Fripouille,Les Visiteurs,1972.0,"Crime, Drama",,6.4,
ESFP,Ginette La Clocharde,Les Visiteurs,1972.0,"Crime, Drama",,6.4,
ESFJ,Béatrice De Montmirail,Les Visiteurs,1972.0,"Crime, Drama",,6.4,
ISTJ,Godefroy De Papincourt,Les Visiteurs,1972.0,"Crime, Drama",,6.4,
ESFP,Maya Sinha,Ittefaq,2017.0,"Mystery, Thriller",298032.0,7.2,
ISTP,Dev Varma,Ittefaq,2017.0,"Mystery, Thriller",298032.0,7.2,
INTJ,Vikram Sethi,Ittefaq,2017.0,"Mystery, Thriller",298032.0,7.2,
ESFP,Reginald Stout,Stuart Little,2003.0,"Animation, Adventure, Comedy",,4.7,
ESFP,Monty,Stuart Little,2003.0,"Animation, Adventure, Comedy",,4.7,
ESFJ,Eleanor Little,Stuart Little,2003.0,"Animation, Adventure, Comedy",,4.7,
ESTJ,Smokey,Stuart Little,2003.0,"Animation, Adventure, Comedy",,4.7,
ENFJ,"Stuart Little, Mouse",Stuart Little,2003.0,"Animation, Adventure, Comedy",,4.7,
ENTJ,Falcon,Stuart Little,2003.0,"Animation, Adventure, Comedy",,4.7,
ISFP,Margalo,Stuart Little,2003.0,"Animation, Adventure, Comedy",,4.7,
ISFJ,Camille Stout,Stuart Little,2003.0,"Animation, Adventure, Comedy",,4.7,
ISTJ,Snowbell,Stuart Little,2003.0,"Animation, Adventure, Comedy",,4.7,
INFP,George Little,Stuart Little,2003.0,"Animation, Adventure, Comedy",,4.7,
INTP,Frederick Little,Stuart Little,2003.0,"Animation, Adventure, Comedy",,4.7,
ESFP,Shino-Chan,Seven Days: Monday - Thursday,2015.0,"Comedy, Romance",,6.8,
ENFP,Koike Arisa,Seven Days: Monday - Thursday,2015.0,"Comedy, Romance",,6.8,
ENFJ,Seryou Touji,Seven Days: Monday - Thursday,2015.0,"Comedy, Romance",,6.8,
ISTP,Shino Yuzuru,Seven Days: Monday - Thursday,2015.0,"Comedy, Romance",,6.8,
INTJ,Utsumi Takeshi,Seven Days: Monday - Thursday,2015.0,"Comedy, Romance",,6.8,
ESFP,Melanie Cole,Fantasy Island,1998.0,"Adventure, Comedy, Drama",,6.3,
ISFJ,Mr Roarke,Fantasy Island,1998.0,"Adventure, Comedy, Drama",,6.3,
ISFJ,Patrick Sullivan,Fantasy Island,1998.0,"Adventure, Comedy, Drama",,6.3,
INFP,Gwen Olsen,Fantasy Island,1998.0,"Adventure, Comedy, Drama",,6.3,
ESFP,Piotruś Wolański,Kogel-Mogel,1988.0,Comedy,,6.8,
ESFJ,Barbara Wolańska,Kogel-Mogel,1988.0,Comedy,,6.8,
ESTJ,Babcia Wolańska,Kogel-Mogel,1988.0,Comedy,,6.8,
ENFP,Kasia Solska,Kogel-Mogel,1988.0,Comedy,,6.8,
ENFP,Marian Wolański,Kogel-Mogel,1988.0,Comedy,,6.8,
ENTP,Paweł Zawada,Kogel-Mogel,1988.0,Comedy,,6.8,
ISFJ,Matka Solska,Kogel-Mogel,1988.0,Comedy,,6.8,
ISFJ,Stanisław Kolasa,Kogel-Mogel,1988.0,Comedy,,6.8,
ISTJ,Zenon Solski,Kogel-Mogel,1988.0,Comedy,,6.8,
ESFP,Betsey Trotwood,The Personal History Of David Copperfield,2019.0,"Comedy, Drama",,6.4,77.0
INFP,David Copperfield,The Personal History Of David Copperfield,2019.0,"Comedy, Drama",,6.4,77.0
ESFP,Ace Amberg,Hollywood,1980.0,"Documentary, History",,9.3,
ESTJ,Raymond Ainsley,Hollywood,1980.0,"Documentary, History",,9.3,
ENFP,Camille Washington,Hollywood,1980.0,"Documentary, History",,9.3,
ENFP,Claire Wood,Hollywood,1980.0,"Documentary, History",,9.3,
ENFJ,Jack Castello,Hollywood,1980.0,"Documentary, History",,9.3,
ENTP,Ernie West,Hollywood,1980.0,"Documentary, History",,9.3,
ENTJ,Archie Coleman,Hollywood,1980.0,"Documentary, History",,9.3,
ENTJ,Avis Amberg,Hollywood,1980.0,"Documentary, History",,9.3,
ISTJ,Henry Willson,Hollywood,1980.0,"Documentary, History",,9.3,
INFP,Rock Hudson (Roy Fitzgerald),Hollywood,1980.0,"Documentary, History",,9.3,
INFJ,Ellen Kincaid,Hollywood,1980.0,"Documentary, History",,9.3,
INTJ,Richard Samuels,Hollywood,1980.0,"Documentary, History",,9.3,
ESFP,Victoria Forester,Stardust,1998.0,"Drama, Family, Sci-Fi",,4.6,
ESFP,Prince Secundus,Stardust,1998.0,"Drama, Family, Sci-Fi",,4.6,
ESTP,Humphrey,Stardust,1998.0,"Drama, Family, Sci-Fi",,4.6,
ESTJ,Lamia,Stardust,1998.0,"Drama, Family, Sci-Fi",,4.6,
ESTJ,King,Stardust,1998.0,"Drama, Family, Sci-Fi",,4.6,
ENFP,Captain Shakespeare Of The Caspartine,Stardust,1998.0,"Drama, Family, Sci-Fi",,4.6,
ENFJ,Una,Stardust,1998.0,"Drama, Family, Sci-Fi",,4.6,
ENTP,Prince Septimus,Stardust,1998.0,"Drama, Family, Sci-Fi",,4.6,
ENTJ,Ditchwater Sal,Stardust,1998.0,"Drama, Family, Sci-Fi",,4.6,
ISFJ,Prince Primus,Stardust,1998.0,"Drama, Family, Sci-Fi",,4.6,
ISTP,Dunstan Thorne,Stardust,1998.0,"Drama, Family, Sci-Fi",,4.6,
ISTJ,Guard,Stardust,1998.0,"Drama, Family, Sci-Fi",,4.6,
INFP,Tristan Thorn,Stardust,1998.0,"Drama, Family, Sci-Fi",,4.6,
ESFP,Peter Madly,Closet Monster,2015.0,"Drama, Fantasy, Mystery",41866.0,7.0,81.0
ESFP,Wilder,Closet Monster,2015.0,"Drama, Fantasy, Mystery",41866.0,7.0,81.0
ENFP,Buffy,Closet Monster,2015.0,"Drama, Fantasy, Mystery",41866.0,7.0,81.0
INFP,Oscar Madly,Closet Monster,2015.0,"Drama, Fantasy, Mystery",41866.0,7.0,81.0
ESFP,Ho Po-Wing,Happy Together,2018.0,Comedy,,5.8,
ENFJ,Chang,Happy Together,2018.0,Comedy,,5.8,
ISTP,Lai Yiu-Fai,Happy Together,2018.0,Comedy,,5.8,
ESFP,Bhanumati,Mahabharat,2013.0,"Animation, Action, Adventure",,5.4,
ESFP,Abhimanyu,Mahabharat,2013.0,"Animation, Action, Adventure",,5.4,
ESFJ,Bhima,Mahabharat,2013.0,"Animation, Action, Adventure",,5.4,
ENFJ,Lord Khrisna,Mahabharat,2013.0,"Animation, Action, Adventure",,5.4,
ISFP,Karna,Mahabharat,2013.0,"Animation, Action, Adventure",,5.4,
ISTP,Arjuna,Mahabharat,2013.0,"Animation, Action, Adventure",,5.4,
INFJ,Bhishma,Mahabharat,2013.0,"Animation, Action, Adventure",,5.4,
INFJ,Ved Vyasa,Mahabharat,2013.0,"Animation, Action, Adventure",,5.4,
INTJ,Nakula,Mahabharat,2013.0,"Animation, Action, Adventure",,5.4,
ESFP,Ash Martini,Small Time,2014.0,Drama,,6.0,54.0
ESFJ,Barbara,Small Time,2014.0,Drama,,6.0,54.0
ENTP,Freddy Klein,Small Time,2014.0,Drama,,6.0,54.0
ISFJ,Al Klein,Small Time,2014.0,Drama,,6.0,54.0
ESFP,Eva,Being Charlie,2015.0,"Drama, Romance",11872.0,6.2,47.0
ESTP,Adam,Being Charlie,2015.0,"Drama, Romance",11872.0,6.2,47.0
ESTJ,David Mills,Being Charlie,2015.0,"Drama, Romance",11872.0,6.2,47.0
ISFP,Charlie Mills,Being Charlie,2015.0,"Drama, Romance",11872.0,6.2,47.0
ESFP,Sofia,The Informer,1929.0,Drama,,7.0,
ESTP,Grens,The Informer,1929.0,Drama,,7.0,
ENTJ,Montgomery,The Informer,1929.0,Drama,,7.0,
ISTP,Pete Koslow,The Informer,1929.0,Drama,,7.0,
INTJ,Klimek 'The General',The Informer,1929.0,Drama,,7.0,
ESFJ,Gloria The Hippo,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ESFJ,Corporal,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ESTP,Alex The Lion,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ESTP,Rico,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ESTP,Moto Moto,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ESTP,Rat King,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ESTJ,Alice,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ESTJ,Officer X,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ENFP,King Julien,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ENFP,Marty The Zebra,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ENFP,Stevie,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ENFJ,Stefano,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ENFJ,Gia,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ENFJ,Ma,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ENTP,Savio,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ENTP,Red Squirrel,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ENTJ,Skipper,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ENTJ,Captain Chantal Dubois,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ENTJ,Buck Rockgut,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ENTJ,Eggy / Jj,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ISFP,Mort,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ISFP,Phil,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ISFP,Fred,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ISFJ,Melman The Giraffe,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ISTP,Vitaly,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ISTP,Short Fuse,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ISTP,Joey,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ISTP,Bada,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ISTP,Bing,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ISTJ,Maurice,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ISTJ,Mason,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
INFP,Private,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
INFP,Hans,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
INFP,Roger,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
INFP,Burt,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
INFJ,Doris,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
INTP,Kowalski,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
INTP,Sonya,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
INTJ,Eva,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
INTJ,Blue Hen,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
INTJ,Barry,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
INTJ,Uncle Nigel,Madagascar,2005.0,"Animation, Action, Adventure",,6.7,
ESFJ,Leonard Mccoy,Star Trek,1973.0,"Animation, Action, Adventure",,7.5,
ESTP,James T. Kirk,Star Trek,1973.0,"Animation, Action, Adventure",,7.5,
ENFP,Nyota Uhura,Star Trek,1973.0,"Animation, Action, Adventure",,7.5,
ENFJ,Carol Marcus,Star Trek,1973.0,"Animation, Action, Adventure",,7.5,
ENTP,Montgomery Scott,Star Trek,1973.0,"Animation, Action, Adventure",,7.5,
ENTJ,Krall,Star Trek,1973.0,"Animation, Action, Adventure",,7.5,
ISTJ,Spock,Star Trek,1973.0,"Animation, Action, Adventure",,7.5,
ISTJ,Christopher Pike,Star Trek,1973.0,"Animation, Action, Adventure",,7.5,
INTP,Pavel Chekov,Star Trek,1973.0,"Animation, Action, Adventure",,7.5,
INTJ,Khan,Star Trek,1973.0,"Animation, Action, Adventure",,7.5,
ESFJ,Roger Murtaugh,Lethal Weapon,1992.0,"Action, Crime",,6.6,
ESTP,Martin Riggs,Lethal Weapon,1992.0,"Action, Crime",,6.6,
ESTJ,Peter Mcallister,Lethal Weapon,1992.0,"Action, Crime",,6.6,
ESTJ,Jack Travis,Lethal Weapon,1992.0,"Action, Crime",,6.6,
ENTP,Leo Getz,Lethal Weapon,1992.0,"Action, Crime",,6.6,
ISTP,Jack Joshua,Lethal Weapon,1992.0,"Action, Crime",,6.6,
ISTP,Wah Sing Ku,Lethal Weapon,1992.0,"Action, Crime",,6.6,
ISTP,Wesley Cole,Lethal Weapon,1992.0,"Action, Crime",,6.6,
ESFJ,Mary Watson,Sherlock Holmes,2010.0,"Mystery, Sci-Fi",,3.6,
ENTP,Sherlock Holmes,Sherlock Holmes,2010.0,"Mystery, Sci-Fi",,3.6,
ENTP,Mycroft Holmes,Sherlock Holmes,2010.0,"Mystery, Sci-Fi",,3.6,
ENTP,Irene Adler,Sherlock Holmes,2010.0,"Mystery, Sci-Fi",,3.6,
ISFJ,Dr. John Watson,Sherlock Holmes,2010.0,"Mystery, Sci-Fi",,3.6,
ISTP,Sebastian Moran,Sherlock Holmes,2010.0,"Mystery, Sci-Fi",,3.6,
ISTJ,Inspector Lestrade,Sherlock Holmes,2010.0,"Mystery, Sci-Fi",,3.6,
INTJ,Professor James Moriarty,Sherlock Holmes,2010.0,"Mystery, Sci-Fi",,3.6,
ESFJ,Sasha,Always Be My Maybe,2016.0,Romance,,6.8,
ISFP,Marcus,Always Be My Maybe,2016.0,Romance,,6.8,
ESFJ,Tuesday,Uglydolls,2019.0,"Animation, Adventure, Comedy",20150241.0,5.0,39.0
ESTP,Uglydog,Uglydolls,2019.0,"Animation, Adventure, Comedy",20150241.0,5.0,39.0
ESTJ,Wage,Uglydolls,2019.0,"Animation, Adventure, Comedy",20150241.0,5.0,39.0
ENFP,Moxy,Uglydolls,2019.0,"Animation, Adventure, Comedy",20150241.0,5.0,39.0
ENFP,Mandy,Uglydolls,2019.0,"Animation, Adventure, Comedy",20150241.0,5.0,39.0
ENFP,Wedgehead,Uglydolls,2019.0,"Animation, Adventure, Comedy",20150241.0,5.0,39.0
ENTP,Lydia,Uglydolls,2019.0,"Animation, Adventure, Comedy",20150241.0,5.0,39.0
ENTJ,Lou,Uglydolls,2019.0,"Animation, Adventure, Comedy",20150241.0,5.0,39.0
ISTP,Ox,Uglydolls,2019.0,"Animation, Adventure, Comedy",20150241.0,5.0,39.0
INFP,Lucky,Uglydolls,2019.0,"Animation, Adventure, Comedy",20150241.0,5.0,39.0
INFJ,Babo,Uglydolls,2019.0,"Animation, Adventure, Comedy",20150241.0,5.0,39.0
ESFJ,Dorothy Gale,The Wizard Of Oz,1933.0,"Animation, Short, Comedy",,5.9,
ENTP,The Scarecrow,The Wizard Of Oz,1933.0,"Animation, Short, Comedy",,5.9,
INFJ,The Wicked Witch Of The West,The Wizard Of Oz,1933.0,"Animation, Short, Comedy",,5.9,
INFJ,The Wizard,The Wizard Of Oz,1933.0,"Animation, Short, Comedy",,5.9,
ESFJ,Claire Redfield,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
ESTP,Rain Ocampo,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
ESTP,Spence Parks,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
ESTJ,Chris (Revalations),Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
ENTJ,Dr. Alexander Isaacs,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
ISFP,Leon S. Kennedy,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
ISFJ,Matt Addison,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
ISTJ,Jill Valentine,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
ISTJ,James 'One' Shade,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
INFJ,Red Queen,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
INFJ,Jessica (Revelations),Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
INTP,Chad Kaplan,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
INTJ,Ada Wong,Resident Evil,1996.0,"Action, Adventure, Horror",,8.9,
ESFJ,Jessica,Italian Spiderman,2007.0,"Short, Action, Comedy",,8.0,
ESTP,Franco Franchetti,Italian Spiderman,2007.0,"Short, Action, Comedy",,8.0,
ESFJ,Roderick Murchison,Ammonite,2020.0,"Biography, Drama, Romance",,6.8,75.0
ENFP,Charlotte Murchison,Ammonite,2020.0,"Biography, Drama, Romance",,6.8,75.0
INTJ,Mary Anning,Ammonite,2020.0,"Biography, Drama, Romance",,6.8,75.0
ESFJ,Skully Pettibone,Scary Godmother: Halloween Spooktakular,2003.0,"Animation, Comedy",,6.7,
ESTP,Bug-A-Boo,Scary Godmother: Halloween Spooktakular,2003.0,"Animation, Comedy",,6.7,
ENFP,Hannah Marie,Scary Godmother: Halloween Spooktakular,2003.0,"Animation, Comedy",,6.7,
ENFJ,Scary Godmother,Scary Godmother: Halloween Spooktakular,2003.0,"Animation, Comedy",,6.7,
ENTP,Jimmy,Scary Godmother: Halloween Spooktakular,2003.0,"Animation, Comedy",,6.7,
ISFP,Bert,Scary Godmother: Halloween Spooktakular,2003.0,"Animation, Comedy",,6.7,
ISFJ,Countess Ruby,Scary Godmother: Halloween Spooktakular,2003.0,"Animation, Comedy",,6.7,
ISFJ,Daryl,Scary Godmother: Halloween Spooktakular,2003.0,"Animation, Comedy",,6.7,
ISTJ,Count Max,Scary Godmother: Halloween Spooktakular,2003.0,"Animation, Comedy",,6.7,
INFP,Orson,Scary Godmother: Halloween Spooktakular,2003.0,"Animation, Comedy",,6.7,
ESFJ,"Thomas Boleyn, Earl Of Wiltshire And Ormond",The Other Boleyn Girl,2003.0,"Romance, Drama",,6.1,
ESTP,Henry Viii Of England.,The Other Boleyn Girl,2003.0,"Romance, Drama",,6.1,
ESTJ,"Thomas Howard, Duke Of Norfolk",The Other Boleyn Girl,2003.0,"Romance, Drama",,6.1,
ENFJ,"Elizabeth Boleyn, Countess Of Wiltshire And Ormond",The Other Boleyn Girl,2003.0,"Romance, Drama",,6.1,
ENTJ,Anne Boleyn,The Other Boleyn Girl,2003.0,"Romance, Drama",,6.1,
ISFP,William Stafford,The Other Boleyn Girl,2003.0,"Romance, Drama",,6.1,
ISFJ,Mary Boleyn.,The Other Boleyn Girl,2003.0,"Romance, Drama",,6.1,
INFJ,"Catherine Of Aragon, Queen Of England",The Other Boleyn Girl,2003.0,"Romance, Drama",,6.1,
ESFJ,Mayor Wilson,Inspector Gadget,2015.0,"Animation, Action, Adventure",,4.4,
ESTJ,Chief Quimby,Inspector Gadget,2015.0,"Animation, Action, Adventure",,4.4,
ENFJ,Penny,Inspector Gadget,2015.0,"Animation, Action, Adventure",,4.4,
ENTJ,Sanford Scolex / Dr. Claw,Inspector Gadget,2015.0,"Animation, Action, Adventure",,4.4,
ISFJ,Dr. Brenda Bradford,Inspector Gadget,2015.0,"Animation, Action, Adventure",,4.4,
INTP,Dr. Artemus Bradford,Inspector Gadget,2015.0,"Animation, Action, Adventure",,4.4,
ESFJ,Pinky,Masoom,1983.0,Drama,,8.4,
ESTP,D.K Malhotra,Masoom,1983.0,Drama,,8.4,
ENFP,Mini,Masoom,1983.0,Drama,,8.4,
ENFJ,Bhavana,Masoom,1983.0,Drama,,8.4,
ISTJ,Indu,Masoom,1983.0,Drama,,8.4,
INFJ,Rahul,Masoom,1983.0,Drama,,8.4,
ESFJ,Julio,Elysium,2003.0,"Action, Animation, Fantasy",,4.1,
ESTP,Agent M. Kruger,Elysium,2003.0,"Action, Animation, Fantasy",,4.1,
ESTJ,President Patel,Elysium,2003.0,"Action, Animation, Fantasy",,4.1,
ENTP,Spider,Elysium,2003.0,"Action, Animation, Fantasy",,4.1,
ENTJ,Defense Secretary Jessica Delacourt,Elysium,2003.0,"Action, Animation, Fantasy",,4.1,
ISFJ,Frey Santiago,Elysium,2003.0,"Action, Animation, Fantasy",,4.1,
ISTJ,John Carlyle,Elysium,2003.0,"Action, Animation, Fantasy",,4.1,
INFJ,Max Da Costa,Elysium,2003.0,"Action, Animation, Fantasy",,4.1,
ESFJ,Mark,Beethoven,2005.0,"Documentary, Biography, Drama",,8.2,
ESTP,Regina,Beethoven,2005.0,"Documentary, Biography, Drama",,8.2,
ESTJ,George Newton,Beethoven,2005.0,"Documentary, Biography, Drama",,8.2,
ENFP,Beethoven,Beethoven,2005.0,"Documentary, Biography, Drama",,8.2,
ISFJ,Ryce Newton,Beethoven,2005.0,"Documentary, Biography, Drama",,8.2,
INTP,Dr. Herman Varnick,Beethoven,2005.0,"Documentary, Biography, Drama",,8.2,
ESFJ,Sandra West,Waydowntown,2000.0,Comedy,19583.0,6.7,63.0
ENTP,Curt Schwin,Waydowntown,2000.0,Comedy,19583.0,6.7,63.0
ISFP,Tom Bennett,Waydowntown,2000.0,Comedy,19583.0,6.7,63.0
ISFJ,Phil,Waydowntown,2000.0,Comedy,19583.0,6.7,63.0
ISTJ,Randy,Waydowntown,2000.0,Comedy,19583.0,6.7,63.0
INFP,"""Sadly I Am"" Bradley",Waydowntown,2000.0,Comedy,19583.0,6.7,63.0
INFP,Paul,Waydowntown,2000.0,Comedy,19583.0,6.7,63.0
ESFJ,Kitty,Waterloo Bridge,1931.0,"Drama, Romance",,7.5,
ENFJ,Roy Cronin,Waterloo Bridge,1931.0,"Drama, Romance",,7.5,
ENTJ,Lady Margaret Cronin,Waterloo Bridge,1931.0,"Drama, Romance",,7.5,
ISFP,Myra,Waterloo Bridge,1931.0,"Drama, Romance",,7.5,
ESFJ,Arlen Hird,Trumbo,2007.0,"Documentary, Biography",7850210.0,7.4,71.0
ESTP,Frank King,Trumbo,2007.0,"Documentary, Biography",7850210.0,7.4,71.0
ESTJ,Hedda Hopper,Trumbo,2007.0,"Documentary, Biography",7850210.0,7.4,71.0
ENFJ,Cleo Fincher Trumbo,Trumbo,2007.0,"Documentary, Biography",7850210.0,7.4,71.0
ENTP,Dalton Trumbo,Trumbo,2007.0,"Documentary, Biography",7850210.0,7.4,71.0
ESFJ,Lech Kaczmarek,Cold War,1998.0,"Documentary, History",,8.6,
ISFP,Wiktor Warski,Cold War,1998.0,"Documentary, History",,8.6,
ESFJ,Ploy,The Maid,2014.0,"Drama, Romance",,6.4,
ESTP,Nirach,The Maid,2014.0,"Drama, Romance",,6.4,
ENFJ,Joy,The Maid,2014.0,"Drama, Romance",,6.4,
INTJ,Uma,The Maid,2014.0,"Drama, Romance",,6.4,
ESFJ,Elina,Barbie: Fairytopia,2005.0,"Animation, Family, Fantasy",,6.0,
ENTP,Bibble,Barbie: Fairytopia,2005.0,"Animation, Family, Fantasy",,6.0,
ENTP,Laverna,Barbie: Fairytopia,2005.0,"Animation, Family, Fantasy",,6.0,
ESFJ,Santos Machorro,La Leyenda De La Nahuala,2007.0,"Animation, Family, Fantasy",,6.3,
ESTP,Nando San Juan,La Leyenda De La Nahuala,2007.0,"Animation, Family, Fantasy",,6.3,
ESTJ,Toñita San Juan,La Leyenda De La Nahuala,2007.0,"Animation, Family, Fantasy",,6.3,
ENFP,Alebrije,La Leyenda De La Nahuala,2007.0,"Animation, Family, Fantasy",,6.3,
ENFJ,Fray Godofredo,La Leyenda De La Nahuala,2007.0,"Animation, Family, Fantasy",,6.3,
ENTP,Nahuala,La Leyenda De La Nahuala,2007.0,"Animation, Family, Fantasy",,6.3,
ENTP,Don Andrés,La Leyenda De La Nahuala,2007.0,"Animation, Family, Fantasy",,6.3,
ISFJ,Xóchitl Ahuactzin,La Leyenda De La Nahuala,2007.0,"Animation, Family, Fantasy",,6.3,
INFP,Finado,La Leyenda De La Nahuala,2007.0,"Animation, Family, Fantasy",,6.3,
INFJ,Señora Machorro,La Leyenda De La Nahuala,2007.0,"Animation, Family, Fantasy",,6.3,
INTJ,Moribunda,La Leyenda De La Nahuala,2007.0,"Animation, Family, Fantasy",,6.3,
ESFJ,Jasmine,Below Her Mouth,2016.0,"Drama, Romance",,5.5,42.0
ISTP,Dallas,Below Her Mouth,2016.0,"Drama, Romance",,5.5,42.0
ESFJ,Lee Doo-Sam,The Drug King,2018.0,"Action, Crime, Drama",,6.1,
ENFJ,Kim Jeong-Ah,The Drug King,2018.0,"Action, Crime, Drama",,6.1,
INFP,Kim Soon-Pyung,The Drug King,2018.0,"Action, Crime, Drama",,6.1,
ESFJ,Angelica,Cuties,2020.0,Horror,,1.4,
INFJ,Amy,Cuties,2020.0,Horror,,1.4,
ESFJ,Gloria,Villains,2019.0,"Comedy, Drama, Horror",,6.2,63.0
ENFP,Jules,Villains,2019.0,"Comedy, Drama, Horror",,6.2,63.0
ENTJ,George,Villains,2019.0,"Comedy, Drama, Horror",,6.2,63.0
ISTP,Mickey,Villains,2019.0,"Comedy, Drama, Horror",,6.2,63.0
ESTP,Jack Wilder,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
ESTP,Henley Reeves,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
ENTP,Daniel Atlas,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
ENTP,Merritt Mckinney,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
ENTP,Thaddeus Bradley,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
INFP,Alma Dray,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
INTJ,Dylan Rhodes,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
INTJ,Arthur Tressler,Now You See Me,2012.0,"Drama, Horror, Thriller",,7.0,
ESTP,Sara,Creep,1995.0,"Horror, Mystery",,4.8,
ENFP,Josef ( Aaron),Creep,1995.0,"Horror, Mystery",,4.8,
ESTP,Kris Mcduffy,Let It Shine,2012.0,"Drama, Family, Music",,6.4,
ENFJ,Roxanne Andrews,Let It Shine,2012.0,"Drama, Family, Music",,6.4,
ISFP,Cyrus Debarge,Let It Shine,2012.0,"Drama, Family, Music",,6.4,
ESTP,"Eddie ""The Fireblaster"" Plant",Pixels,2010.0,"Animation, Short, Action",,7.4,
ESTJ,Colonel Violet Van Patten,Pixels,2010.0,"Animation, Short, Action",,7.4,
ENFP,President Will Cooper,Pixels,2010.0,"Animation, Short, Action",,7.4,
ENTP,Sam Brenner,Pixels,2010.0,"Animation, Short, Action",,7.4,
ENTP,Matty Van Patten,Pixels,2010.0,"Animation, Short, Action",,7.4,
INFP,Qbert,Pixels,2010.0,"Animation, Short, Action",,7.4,
INTP,Ludlow Lamonsoff,Pixels,2010.0,"Animation, Short, Action",,7.4,
ESTP,Kraven,Underworld,1996.0,"Comedy, Thriller",,4.9,
ESTP,Varga,Underworld,1996.0,"Comedy, Thriller",,4.9,
ESTJ,Viktor,Underworld,1996.0,"Comedy, Thriller",,4.9,
ENFJ,Sonja,Underworld,1996.0,"Comedy, Thriller",,4.9,
ENTP,Lucian,Underworld,1996.0,"Comedy, Thriller",,4.9,
ENTJ,Semira,Underworld,1996.0,"Comedy, Thriller",,4.9,
ISFP,Selene,Underworld,1996.0,"Comedy, Thriller",,4.9,
ISFP,Erika,Underworld,1996.0,"Comedy, Thriller",,4.9,
